,RMSE,,,,,
,,,,,,
ARIMA,57.755,,,,,
Baseline - Average,122.798,,,,,
Baseline - Naive,68.003,,,,,
Multivariate LSTM,56.830,,,,,
OLS,78.247,,,,,
Prophet,58.611,,,,,
LSTM,57.172,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
