date,number_crimes,prec,temp
2010-05-30,938,0.005599147705059037,54.816712396557364
2010-06-06,866,0.006756003256003255,57.992190243618815
2010-06-13,804,0.003898482469911042,59.72602298213716
2010-06-20,873,0.0035952725250278086,56.63387196826574
2010-06-27,932,0.0,62.76379440665155
2010-07-04,786,0.0015701970443349755,59.11685188245338
2010-07-11,782,0.0,71.08001373626374
2010-07-18,786,0.0,62.44655243233028
2010-07-25,854,0.0,65.5365282707813
2010-08-01,809,0.0,64.44932491127709
2010-08-08,760,0.00207010582010582,65.38881754901936
2010-08-15,781,0.0,69.63510656010656
2010-08-22,819,5.952380952380953e-05,65.59289115646258
2010-08-29,901,0.0,63.63497330114842
2010-09-05,839,0.002253297314476402,62.18836864889497
2010-09-12,798,0.002581558942849266,59.86235127138952
2010-09-19,837,0.019009506691772704,63.405284974207746
2010-09-26,849,0.003630504833512352,60.38972981036194
2010-10-03,867,0.0004166666666666667,61.61215883967553
2010-10-10,729,0.010977597935726016,57.98302196638046
2010-10-17,751,0.0011706349206349208,52.19550776809398
2010-10-24,942,0.009525546292787674,52.605305571740494
2010-10-31,861,0.00793994708994709,51.0021254260049
2010-11-07,769,0.012671495171495174,54.37801007499774
2010-11-14,833,0.004987387387387388,46.625139989254876
2010-11-21,762,0.0028018707482993202,44.8370772398315
2010-11-28,602,0.003197089947089947,33.29187727230585
2010-12-05,796,0.004346089204912736,43.04059162849485
2010-12-12,823,0.03592740592740593,48.35814385814386
2010-12-19,824,0.010119036136277517,44.654265873015866
2010-12-26,743,0.009326923076923076,45.72767857142857
2011-01-02,712,0.002580645161290323,36.270887925062496
2011-01-09,746,0.006475091575091576,40.010775538716715
2011-01-16,775,0.012790866615211963,46.742016334411225
2011-01-23,800,0.004609307359307361,44.84054528389697
2011-01-30,826,0.003176492819349962,45.28597560631274
2011-02-06,728,0.001832096474953618,42.90436174469788
2011-02-13,714,0.004837301587301587,42.00131159163418
2011-02-20,692,0.007096703296703297,39.81139211957184
2011-02-27,725,0.0077142692560895326,33.56210488846701
2011-03-06,677,0.005843244270663625,41.187003802513104
2011-03-13,739,0.019020879120879124,46.068812365795125
2011-03-20,740,0.007013227513227514,45.510138905300195
2011-03-27,731,0.0038708333333333338,46.34204168847026
2011-04-03,740,0.009196319553462413,47.32890814000259
2011-04-10,734,0.005128647014361301,44.62259630763325
2011-04-17,791,0.0037181027966742253,45.76607461166285
2011-04-24,757,0.0008575353218210362,47.28223443223444
2011-05-01,719,0.006896296296296297,47.37336332382416
2011-05-08,712,0.0036564391273750884,50.231400700150694
2011-05-15,777,0.010877275234418091,52.20649178863465
2011-05-22,827,0.0006912442396313365,53.94210584987919
2011-05-29,945,0.0026765364265364266,53.50288963724447
2011-06-05,810,0.00414900153609831,58.31153086584121
2011-06-12,802,0.0005714285714285715,57.856632653061226
2011-06-19,747,0.0026705128205128208,56.47074178330336
2011-06-26,841,0.001221164021164021,59.996751740483994
2011-07-03,873,0.0,62.2716218966219
2011-07-10,761,5.2910052910052905e-05,63.469941822883
2011-07-17,813,0.0030595238095238097,61.77520024736932
2011-07-24,803,0.0,63.56986798550838
2011-07-31,835,0.0018681318681318683,64.13025900631494
2011-08-07,793,0.0,66.13180349062701
2011-08-14,796,0.0,62.3419832548404
2011-08-21,882,0.0,66.37105455208903
2011-08-28,909,0.000541871921182266,68.30107855107855
2011-09-04,844,0.0,63.23114760080278
2011-09-11,901,0.0,68.60119047619048
2011-09-18,858,0.00213265306122449,60.337024476778325
2011-09-25,905,0.0014559006211180125,65.21944107616523
2011-10-02,811,0.004283333333333333,57.683877551020416
2011-10-09,750,0.004441700051668177,54.88641873491735
2011-10-16,794,0.0056806239737274234,52.06244693286744
2011-10-23,868,0.0029622787812442985,54.01825807473731
2011-10-30,876,0.004125330687830689,48.03400379971809
2011-11-06,777,0.0029,42.19842954664383
2011-11-13,751,0.0029747969421882467,46.345468509984634
2011-11-20,776,0.002809641097818438,39.01937321937322
2011-11-27,770,0.02423944051673966,45.182790759839484
2011-12-04,854,0.00047619047619047624,39.9038526714794
2011-12-11,765,0.0004166666666666667,36.48098781897051
2011-12-18,829,0.0013806451612903227,39.00201338973276
2011-12-25,785,0.0004023809523809524,40.52967691350044
2012-01-01,753,0.008987257980115123,45.02143167906714
2012-01-08,730,0.008573129251700683,44.23142479213907
2012-01-15,734,0.00342687074829932,37.85061666807191
2012-01-22,545,0.010153997174984377,34.82819246805422
2012-01-29,817,0.009166157916157916,42.03795160292856
2012-02-05,760,0.004668367346938776,44.73739740651506
2012-02-12,787,0.002162962962962963,46.930816246333485
2012-02-19,804,0.008193013193013193,42.12332374637548
2012-02-26,782,0.005945987654320989,42.78589872950776
2012-03-04,766,0.0021787603930461075,41.887341916126225
2012-03-11,768,0.009142857142857144,42.833234126984124
2012-03-18,764,0.022691912342158654,41.32084675668483
2012-03-25,764,0.002246031746031746,43.25905721608308
2012-04-01,791,0.01223665973665974,46.84678344910903
2012-04-08,743,0.002154761904761905,47.36991685563114
2012-04-15,819,0.0005886243386243387,52.203479853479855
2012-04-22,801,0.005764285714285714,51.34327380952381
2012-04-29,896,0.005227422003284072,53.85825909185899
2012-05-06,780,0.007389455782312926,49.01933856049749
2012-05-13,746,5.714285714285715e-05,55.803113553113555
2012-05-20,858,0.004545054945054945,57.83491789819376
2012-05-27,843,0.0037099162742019885,55.88265507408365
2012-06-03,815,0.0018083827079218785,57.48929998572856
2012-06-10,712,0.006869047619047621,53.41988013181562
2012-06-17,767,0.0003360215053763441,60.13059334845049
2012-06-24,845,0.0072737607220365865,57.98690784542473
2012-07-01,855,5.952380952380953e-05,60.67867082166999
2012-07-08,749,6.211180124223603e-05,62.950892857142854
2012-07-15,805,0.0,65.0382228617943
2012-07-22,823,0.004021164021164021,64.78908446712019
2012-07-29,808,0.0,63.995392802282204
2012-08-05,768,0.0,67.95173992673993
2012-08-12,738,0.0,67.47859556725916
2012-08-19,863,0.0,71.05521346469621
2012-08-26,810,0.0,63.63401360544218
2012-09-02,854,0.0,62.6591798941799
2012-09-09,719,0.0,65.53679802955665
2012-09-16,820,0.0001142857142857143,61.15999476713762
2012-09-23,788,5.952380952380953e-05,60.636192649102654
2012-09-30,863,0.0,59.35885673234811
2012-10-07,828,0.0,57.12042124542125
2012-10-14,748,0.004118844118844119,54.83782074407075
2012-10-21,757,0.010882173382173383,52.118253891750136
2012-10-28,749,0.008918396418396419,48.76101651186791
2012-11-04,808,0.01887141315091626,56.27585877468396
2012-11-11,725,0.0035119047619047617,44.85291708784899
2012-11-18,766,0.008375850340136057,46.25765270765271
2012-11-25,746,0.02382063062773002,45.80128681740524
2012-12-02,792,0.016877828637573762,46.17088566195709
2012-12-09,801,0.006964358392929824,45.13669245970542
2012-12-16,834,0.010977011494252875,42.02716138836829
2012-12-23,770,0.013667687074829932,40.33363150624235
2012-12-30,709,0.0066389279849871,41.746034554518346
2013-01-06,812,0.0023770800627943484,39.501736137425794
2013-01-13,767,0.01009631173424277,38.52656530794136
2013-01-20,850,0.0,35.5582896150303
2013-01-27,851,0.004133129403040415,41.50378685695804
2013-02-03,808,0.004293650793650793,45.7445006364511
2013-02-10,768,0.0019343685300207037,45.38862325249422
2013-02-17,790,0.0002357142857142857,46.730504744297846
2013-02-24,801,0.0026510989010989014,44.16120984346916
2013-03-03,776,0.006600354671783243,47.78017250802759
2013-03-10,741,0.005372023809523812,44.80271641324407
2013-03-17,800,0.001802910052910053,50.18169321924574
2013-03-24,812,0.007099267399267399,43.83384646962234
2013-03-31,845,0.00047619047619047624,53.956501831501825
2013-04-07,802,0.013579894179894181,52.06188716866057
2013-04-14,768,0.006717629433146674,48.21535336356765
2013-04-21,788,0.005622583435083436,49.37933938394768
2013-04-28,806,0.0006285714285714285,54.98658933658934
2013-05-05,921,0.001380952380952381,57.90861344537815
2013-05-12,873,0.00023809523809523812,63.495572366877795
2013-05-19,868,0.0008750157888088923,58.23200757575757
2013-05-26,940,0.005309956873996283,54.40116097100544
2013-06-02,934,0.0021935897435897437,58.864010989010985
2013-06-09,871,0.0,64.17888720474927
2013-06-16,803,0.0,61.57351066922496
2013-06-23,870,5.952380952380953e-05,63.52933524808525
2013-06-30,936,0.004831650554958826,69.70938378033205
2013-07-07,893,0.0,69.37428048142333
2013-07-14,879,0.0,66.44001831501832
2013-07-21,874,0.0,68.64152276295134
2013-07-28,894,0.0,69.03795097349284
2013-08-04,910,0.0,65.30614924735775
2013-08-11,887,0.0,70.51566515495087
2013-08-18,875,0.0,69.82034130893737
2013-08-25,923,0.0,69.21389324960754
2013-09-01,867,0.00773109243697479,69.77300366300366
2013-09-08,864,0.015107142857142857,67.33489295018707
2013-09-15,889,0.001645021645021645,66.87549594289126
2013-09-22,903,0.003273809523809524,62.716798941798935
2013-09-29,1011,0.012844008372579804,56.2264671965965
2013-10-06,907,0.007525954764553208,53.63490950121149
2013-10-13,927,0.005182350718065005,52.51229880667001
2013-10-20,980,0.00011904761904761906,49.96372375491471
2013-10-27,989,0.0005357142857142857,50.06582002653431
2013-11-03,1003,0.00244047619047619,50.64913390181247
2013-11-10,922,0.007023809523809525,49.302219519881426
2013-11-17,931,0.0016987179487179486,50.02160247228795
2013-11-24,953,0.00543154761904762,42.22463963963964
2013-12-01,897,0.0007046194546194547,45.190066809355876
2013-12-08,923,0.0007142857142857143,31.889377289377286
2013-12-15,957,0.001812585034013605,40.64623359912445
2013-12-22,937,0.0037219638120500192,43.169177986984266
2013-12-29,812,5.952380952380953e-05,41.85621786371904
2014-01-05,860,0.003719256933542648,42.73962566116546
2014-01-12,832,0.01221322103924996,46.46999948484508
2014-01-19,961,5.952380952380953e-05,45.31504043326442
2014-01-26,991,0.0,42.035989750151074
2014-02-02,975,0.0073613378684807265,43.92972664779315
2014-02-09,744,0.00048351648351648355,32.538801020408165
2014-02-16,890,0.023058169480583274,47.75662897840318
2014-02-23,870,0.009924704924704925,44.00032138689125
2014-03-02,846,0.006509740259740261,45.90020146520147
2014-03-09,815,0.02155590942536756,52.629337051206484
2014-03-16,887,0.009784692102647513,50.10069805559893
2014-03-23,917,0.0001738095238095238,46.301267932707624
2014-03-30,982,0.008210901417423156,50.89555001192932
2014-04-06,1015,0.0011714285714285715,51.374917576976394
2014-04-13,969,0.0022619047619047623,55.23935112506541
2014-04-20,1065,0.008314165719338134,52.934621215456126
2014-04-27,1042,0.009229365079365082,51.29607954941957
2014-05-04,987,0.009325396825396829,61.118671800123415
2014-05-11,976,0.0042673992673992675,55.290373889019214
2014-05-18,1035,0.00023809523809523812,65.37169312169311
2014-05-25,1064,0.002971428571428572,61.73789173789174
2014-06-01,997,0.00017857142857142857,60.74883037506191
2014-06-08,1073,0.0,63.32105064247922
2014-06-15,981,0.001641558441558442,60.90121878121878
2014-06-22,1000,0.0008333333333333333,61.690348639455785
2014-06-29,1080,0.0,66.12292284435141
2014-07-06,936,0.0,69.61080586080587
2014-07-13,949,0.0,73.9656698063841
2014-07-20,973,0.0,69.05514648004795
2014-07-27,932,0.0,66.39479501979501
2014-08-03,976,0.0,74.36309523809523
2014-08-10,868,0.0,71.33394909688013
2014-08-17,940,0.0025,70.686894046432
2014-08-24,921,0.0,68.8866402116402
2014-08-31,961,0.0,69.6812019261616
2014-09-07,872,0.0,67.11256399111367
2014-09-14,929,0.0,65.5999492538951
2014-09-21,928,0.0,67.62689162962562
2014-09-28,1073,0.008241758241758242,63.78760271591154
2014-10-05,1028,0.0,61.05443340651499
2014-10-12,926,0.0,61.5456595702179
2014-10-19,969,0.007097285067873304,60.51205913134485
2014-10-26,1047,0.015858203302529923,56.744856207622156
2014-11-02,982,0.012445772353606456,54.95757476185572
2014-11-09,923,0.0064968864468864474,54.70929894007144
2014-11-16,899,0.0,40.79756302521008
2014-11-23,958,0.007102930402930403,45.89622829278001
2014-11-30,790,0.010685305156545376,48.04124454695883
2014-12-07,804,0.002293523079729976,43.590597062579825
2014-12-14,904,0.01007712215320911,52.159472305051054
2014-12-21,949,0.008345578231292517,50.48669629141979
2014-12-28,870,0.007178754578754576,45.09428605188974
2015-01-04,874,0.001438095238095238,38.43931359987395
2015-01-11,873,0.0021075954696644352,47.89216723275238
2015-01-18,897,0.008124500768049155,46.154025516988284
2015-01-25,904,0.0009438775510204082,50.01830672587338
2015-02-01,927,0.00033846153846153846,47.90105934584692
2015-02-08,807,0.01973799058084773,52.07892156862745
2015-02-15,912,0.0014804232804232803,53.338909238909245
2015-02-22,829,0.0003835978835978836,49.90643049155146
2015-03-01,880,0.006889827615634067,48.35114383464455
2015-03-08,837,0.0,47.806292517006796
2015-03-15,861,0.01651919776919777,53.943413086598675
2015-03-22,890,0.002074936737980216,53.05508076076803
2015-03-29,877,0.003639900575614862,54.89755741003064
2015-04-05,903,0.003173076923076923,51.07067146044979
2015-04-12,874,0.003273809523809524,52.20787836502122
2015-04-19,874,0.003354037267080746,53.21904761904762
2015-04-26,874,0.0024767080745341616,53.07037431757259
2015-05-03,887,0.0007142857142857143,57.86131375627175
2015-05-10,877,0.0019780219780219785,58.866251596424014
2015-05-17,967,0.0016489417989417991,57.643683828741
2015-05-24,912,0.0,62.846554750932626
2015-05-31,911,0.0,65.30088031381135
2015-06-07,841,0.00047619047619047614,66.43086134453782
2015-06-14,973,0.0,68.11441798941799
2015-06-21,984,0.0006593406593406594,67.38532443746729
2015-06-28,932,0.0,73.73122710622711
2015-07-05,908,5.952380952380953e-05,78.09183673469389
2015-07-12,905,0.0,70.88018925518925
2015-07-19,892,0.0,73.82397959183673
2015-07-26,925,0.0015142857142857143,67.41195299409584
2015-08-02,896,5.952380952380953e-05,75.18443223443225
2015-08-09,890,0.0,70.11975297280715
2015-08-16,943,0.004992910315490961,70.95315776177846
2015-08-23,911,0.0,70.21116383616383
2015-08-30,903,0.0030952380952380953,68.68818681318682
2015-09-06,988,0.0025327380952380953,60.91075599049737
2015-09-13,876,0.00028809523809523806,67.37956409354193
2015-09-20,927,0.004195156695156695,62.181009685320035
2015-09-27,950,0.0001648351648351648,59.79861925613157
2015-10-04,939,0.00011666666666666668,59.75893181228935
2015-10-11,885,0.007973356009070296,61.851303582005144
2015-10-18,933,0.004026334776334776,59.15801696765152
2015-10-25,1000,0.002811355311355311,56.27008083630475
2015-11-01,1055,0.013026190476190481,57.327518884526675
2015-11-08,987,0.006136542443064183,51.16080070917256
2015-11-15,862,0.025012787277072995,49.28954112609899
2015-11-22,987,0.00561428436108743,45.35444908585303
2015-11-29,975,0.0019378306878306878,39.01298578115651
2015-12-06,1015,0.014322280617932795,46.89475986975987
2015-12-13,976,0.026077886092402226,50.383528223753785
2015-12-20,1021,0.009965818281335524,43.69463292073586
2015-12-27,867,0.00930075876504448,40.49304312304632
2016-01-03,903,0.00022433862433862432,35.55287999037999
2016-01-10,939,0.0012484848484848484,39.62285004583766
2016-01-17,939,0.012833481218574387,44.008797895226465
2016-01-24,1074,0.016979382522239666,47.023786547980094
2016-01-31,1029,0.010005337519623235,48.00836902942995
2016-02-07,998,0.005638278388278388,44.375309460654286
2016-02-14,959,0.015871212121212123,49.15799987049986
2016-02-21,995,0.009655228105228106,48.29920810716377
2016-02-28,978,0.005808695652173913,48.679360002261056
2016-03-06,912,0.010847619047619049,50.54481423338567
2016-03-13,796,0.015966763061499904,46.757177330970435
2016-03-20,887,0.0008095238095238096,48.90439124367696
2016-03-27,917,0.005789298796441654,49.03105029424358
2016-04-03,894,0.0007453416149068322,53.776347216002385
2016-04-10,870,0.0006547619047619047,55.76896352751192
2016-04-17,915,0.0037047619047619047,54.04294668294669
2016-04-24,959,0.0019963369963369964,61.825280112044815
2016-05-01,909,0.00035714285714285714,55.70133952254641
2016-05-08,938,0.00011904761904761906,62.624593315587106
2016-05-15,932,0.0,61.353158602150536
2016-05-22,1017,0.0013354497354497355,56.957419083017825
2016-05-29,1009,0.00027210884353741496,57.31847790273899
2016-06-05,933,0.0,68.14005602240897
2016-06-12,873,0.000988095238095238,63.21262197262197
2016-06-19,968,0.002547619047619048,58.0056488749346
2016-06-26,889,0.006442592592592593,62.90352278545827
2016-07-03,989,0.0,64.95441419073332
2016-07-10,1049,0.001485714285714286,63.39064563923932
2016-07-17,900,0.0,66.36065934065934
2016-07-24,907,0.0012087912087912088,67.7421768707483
2016-07-31,896,0.0,70.06931216931218
2016-08-07,879,0.00017857142857142857,64.92425768635563
2016-08-14,883,0.0,69.62736010112856
2016-08-21,895,0.0,72.36353652447421
2016-08-28,948,0.0,69.02541540585018
2016-09-04,939,0.0,62.37057723885311
2016-09-11,849,0.00021978021978021978,61.97275670952142
2016-09-18,925,0.0004926108374384236,62.81555177626607
2016-09-25,932,5.952380952380953e-05,60.10330933434382
2016-10-02,917,0.0005952380952380952,59.17908163265306
2016-10-09,904,0.008337614356087262,57.02268718052129
2016-10-16,949,0.02526622187336474,53.47961851982171
2016-10-23,985,0.00977367870225013,53.70599964551577
2016-10-30,950,0.012431318681318682,54.387043375343865
2016-11-06,947,0.016165476190476195,53.2695404828598
2016-11-13,1002,0.00431058201058201,55.377412126140776
2016-11-20,1030,0.008898770311813792,49.34704059683967
2016-11-27,997,0.01738015607580825,47.420239767236424
2016-12-04,992,0.0039027649769585253,45.11340868413237
2016-12-11,941,0.004743144048070157,36.82795238853003
2016-12-18,981,0.00011904761904761906,34.313906270802825
2016-12-25,926,0.008698265268287517,39.68474510947755
2017-01-01,898,0.004608355887157731,39.10829113675887
2017-01-08,936,0.0033333333333333335,31.687490842490842
2017-01-15,922,0.0008276643990929705,33.904416132357305
2017-01-22,958,0.018030045351473924,43.82727272727272
2017-01-29,999,0.0,41.95796957671958
2017-02-05,861,0.011151742677048576,39.52587214372928
2017-02-12,844,0.017982954060540263,40.905442294219746
2017-02-19,898,0.014767384731670451,46.409190406932005
2017-02-26,915,0.0044577446363160645,40.387383919084876
2017-03-05,949,0.008424185463659148,41.965448573478774
2017-03-12,884,0.006842200328407225,43.788586191989104
2017-03-19,978,0.016160330410330413,47.59520035721488
2017-03-26,1066,0.006800103519668736,48.18326893536571
2017-04-02,1053,0.0045177696865852796,48.759200050167806
2017-04-09,916,0.007797619047619049,49.88090877376592
2017-04-16,926,0.007945238095238097,49.18503401360544
2017-04-23,902,0.005774741200828158,52.91904761904762
2017-04-30,975,0.0016452380952380952,50.80068027210884
2017-05-07,943,0.008613553113553113,54.994511126354446
2017-05-14,876,0.004610805860805861,54.074600994243845
2017-05-21,1001,0.0023129251700680273,56.73865013954299
2017-05-28,1031,0.0,65.29595238095239
2017-06-04,917,0.00034285714285714285,59.86903408578285
2017-06-11,909,0.0016904761904761908,61.498501498501504
2017-06-18,912,0.006096390168970816,58.646394260622024
2017-06-25,963,0.0,67.40524453024453
2017-07-02,1127,0.0,63.97404645618932
2017-07-09,985,0.0,67.30125047366425
2017-07-16,968,0.0,64.96822344322345
2017-07-23,999,0.0,67.82142857142858
2017-07-30,1038,0.0,68.36563406724697
2017-08-06,1082,0.0,74.14880952380952
2017-08-13,984,0.00011904761904761906,69.69812925170069
2017-08-20,1017,0.0,66.61613814756672
2017-08-27,1021,0.0,68.51095238095239
2017-09-03,1082,0.0,71.50438556067589
2017-09-10,907,0.0,69.76240769812198
2017-09-17,1001,0.00047619047619047614,62.8684634331186
2017-09-24,997,0.0028505494505494506,56.83574781166948
2017-10-01,944,0.0005621693121693123,61.80662423001132
2017-10-08,973,0.00047619047619047624,54.43783039711611
2017-10-15,1008,0.0009935897435897436,49.15943051201672
2017-10-22,1012,0.010195640885296056,52.3935916660571
2017-10-29,1009,0.0,52.62633184879303
2017-11-05,885,0.0005357142857142857,44.0896164021164
2017-11-12,875,0.009212962962962964,45.77344060701204
2017-11-19,980,0.012236446886446888,47.094298770013054
2017-11-26,966,0.016284872096067545,50.88376064121709
2017-12-03,1035,0.010027750410509031,44.86283495477044
2017-12-10,897,0.0,37.942306935248105
2017-12-17,974,0.0008000000000000001,41.11055769638222
2017-12-24,977,0.01270607795089362,38.698566349616776
2017-12-31,858,0.008774565381708241,40.001286268196395
2018-01-07,1003,0.006937250384024578,42.034051194051194
2018-01-14,952,0.00856996336996337,46.98308790802401
2018-01-21,920,0.009757326007326008,46.86007821932191
2018-01-28,907,0.013339743589743592,44.295156073850244
2018-02-04,1000,0.009172120472120474,48.079112499718725
2018-02-11,945,0.0007967032967032966,45.74347470717061
2018-02-18,1020,0.004164765694076039,40.966746031746034
2018-02-25,918,0.0006285714285714286,34.889065427659894
2018-03-04,943,0.007875457875457877,41.4331138745488
2018-03-11,869,0.002976190476190476,45.142929352606764
2018-03-18,948,0.0010263736263736265,49.189786590221374
2018-03-25,940,0.007554552089034848,44.09981416433029
2018-04-01,1005,0.001714285714285714,48.27102783300443
2018-04-08,961,0.00890801790801791,49.40298169967288
2018-04-15,941,0.01539084249084249,49.44830117761391
2018-04-22,895,0.002023809523809524,49.61101111532146
2018-04-29,1012,0.0023076923076923088,57.429581529581526
2018-05-06,1018,0.00017857142857142857,57.415882840020764
2018-05-13,991,0.00023809523809523812,60.781945812807884
2018-05-20,998,0.00011904761904761906,60.92871303664407
2018-05-27,1073,0.0,61.759927018001555
2018-06-03,926,0.00023809523809523812,58.523809523809526
2018-06-10,1009,0.0033608058608058607,57.89572219321544
2018-06-17,1024,0.0011330049261083744,62.337726757369616
2018-06-24,1017,0.0024175824175824176,66.64921299554305
2018-07-01,1007,0.00017857142857142857,61.54223193108661
2018-07-08,969,0.0,66.99976190476191
